"#","Date Time, GMT-04:00","30cm, °C","20cm, °C"
1923,15-10-09 17:00:00,15.223,15.270
1924,15-10-09 18:00:00,15.247,15.270
1925,15-10-09 19:00:00,15.247,15.247
1926,15-10-09 20:00:00,15.223,15.199
1927,15-10-09 21:00:00,15.223,15.127
1928,15-10-09 22:00:00,15.175,15.008
1929,15-10-09 23:00:00,15.127,14.864
1930,15-10-10 00:00:00,15.055,14.697
1931,15-10-10 01:00:00,14.960,14.505
1932,15-10-10 02:00:00,14.864,14.337
1933,15-10-10 03:00:00,14.745,14.122
1934,15-10-10 04:00:00,14.601,13.930
1935,15-10-10 05:00:00,14.481,13.738
1936,15-10-10 06:00:00,14.337,13.546
1937,15-10-10 07:00:00,14.194,13.353
1938,15-10-10 08:00:00,14.050,13.185
1939,15-10-10 09:00:00,13.930,13.040
1940,15-10-10 10:00:00,13.786,12.871
1941,15-10-10 11:00:00,13.666,12.751
1942,15-10-10 12:00:00,13.546,12.727
1943,15-10-10 13:00:00,13.473,12.775
1944,15-10-10 14:00:00,13.449,12.920
1945,15-10-10 15:00:00,13.449,13.137
1946,15-10-10 16:00:00,13.522,13.353
1947,15-10-10 17:00:00,13.594,13.570
1948,15-10-10 18:00:00,13.714,13.786
1949,15-10-10 19:00:00,13.834,13.930
1950,15-10-10 20:00:00,13.930,14.026
1951,15-10-10 21:00:00,14.026,14.074
1952,15-10-10 22:00:00,14.074,14.050
1953,15-10-10 23:00:00,14.098,14.002
1954,15-10-11 00:00:00,14.122,13.930
1955,15-10-11 01:00:00,14.098,13.834
1956,15-10-11 02:00:00,14.050,13.714
1957,15-10-11 03:00:00,14.002,13.594
1958,15-10-11 04:00:00,13.930,13.497
1959,15-10-11 05:00:00,13.882,13.401
1960,15-10-11 06:00:00,13.810,13.305
1961,15-10-11 07:00:00,13.738,13.209
1962,15-10-11 08:00:00,13.666,13.112
1963,15-10-11 09:00:00,13.594,13.016
1964,15-10-11 10:00:00,13.522,12.920
1965,15-10-11 11:00:00,13.449,12.847
1966,15-10-11 12:00:00,13.401,12.847
1967,15-10-11 13:00:00,13.353,12.920
1968,15-10-11 14:00:00,13.353,13.064
1969,15-10-11 15:00:00,13.377,13.257
1970,15-10-11 16:00:00,13.473,13.497
1971,15-10-11 17:00:00,13.570,13.738
1972,15-10-11 18:00:00,13.714,13.978
1973,15-10-11 19:00:00,13.858,14.194
1974,15-10-11 20:00:00,13.978,14.337
1975,15-10-11 21:00:00,14.122,14.433
1976,15-10-11 22:00:00,14.218,14.457
1977,15-10-11 23:00:00,14.290,14.481
1978,15-10-12 00:00:00,14.337,14.457
1979,15-10-12 01:00:00,14.361,14.409
1980,15-10-12 02:00:00,14.361,14.337
1981,15-10-12 03:00:00,14.361,14.266
1982,15-10-12 04:00:00,14.337,14.170
1983,15-10-12 05:00:00,14.290,14.098
1984,15-10-12 06:00:00,14.242,13.978
1985,15-10-12 07:00:00,14.194,13.906
1986,15-10-12 08:00:00,14.146,13.810
1987,15-10-12 09:00:00,14.074,13.714
1988,15-10-12 10:00:00,14.026,13.642
1989,15-10-12 11:00:00,13.954,13.594
1990,15-10-12 12:00:00,13.906,13.618
1991,15-10-12 13:00:00,13.906,13.738
1992,15-10-12 14:00:00,13.930,13.930
1993,15-10-12 15:00:00,14.002,14.194
1994,15-10-12 16:00:00,14.122,14.481
1995,15-10-12 17:00:00,14.266,14.745
1996,15-10-12 18:00:00,14.409,15.008
1997,15-10-12 19:00:00,14.577,15.199
1998,15-10-12 20:00:00,14.721,15.366
1999,15-10-12 21:00:00,14.864,15.461
2000,15-10-12 22:00:00,14.984,15.509
2001,15-10-12 23:00:00,15.079,15.557
2002,15-10-13 00:00:00,15.127,15.557
2003,15-10-13 01:00:00,15.199,15.581
2004,15-10-13 02:00:00,15.223,15.581
2005,15-10-13 03:00:00,15.270,15.581
2006,15-10-13 04:00:00,15.294,15.581
2007,15-10-13 05:00:00,15.318,15.557
2008,15-10-13 06:00:00,15.318,15.485
2009,15-10-13 07:00:00,15.294,15.414
2010,15-10-13 08:00:00,15.270,15.342
2011,15-10-13 09:00:00,15.247,15.223
2012,15-10-13 10:00:00,15.199,15.127
2013,15-10-13 11:00:00,15.127,15.031
2014,15-10-13 12:00:00,15.079,14.960
2015,15-10-13 13:00:00,15.031,14.936
2016,15-10-13 14:00:00,14.984,14.936
2017,15-10-13 15:00:00,14.960,14.936
2018,15-10-13 16:00:00,14.960,14.960
2019,15-10-13 17:00:00,14.960,14.960
2020,15-10-13 18:00:00,14.960,14.960
2021,15-10-13 19:00:00,14.960,14.936
2022,15-10-13 20:00:00,14.936,14.912
2023,15-10-13 21:00:00,14.936,14.888
2024,15-10-13 22:00:00,14.912,14.816
2025,15-10-13 23:00:00,14.888,14.768
2026,15-10-14 00:00:00,14.840,14.697
2027,15-10-14 01:00:00,14.816,14.649
2028,15-10-14 02:00:00,14.768,14.553
2029,15-10-14 03:00:00,14.721,14.481
2030,15-10-14 04:00:00,14.673,14.409
2031,15-10-14 05:00:00,14.601,14.337
2032,15-10-14 06:00:00,14.553,14.242
2033,15-10-14 07:00:00,14.505,14.170
2034,15-10-14 08:00:00,14.433,14.074
2035,15-10-14 09:00:00,14.361,13.978
2036,15-10-14 10:00:00,14.314,13.858
2037,15-10-14 11:00:00,14.218,13.738
2038,15-10-14 12:00:00,14.146,13.666
2039,15-10-14 13:00:00,14.074,13.642
2040,15-10-14 14:00:00,14.026,13.618
2041,15-10-14 15:00:00,13.978,13.618
2042,15-10-14 16:00:00,13.954,13.642
2043,15-10-14 17:00:00,13.930,13.666
2044,15-10-14 18:00:00,13.930,13.666
2045,15-10-14 19:00:00,13.930,13.666
2046,15-10-14 20:00:00,13.906,13.642
2047,15-10-14 21:00:00,13.882,13.594
2048,15-10-14 22:00:00,13.858,13.497
2049,15-10-14 23:00:00,13.810,13.377
2050,15-10-15 00:00:00,13.738,13.233
2051,15-10-15 01:00:00,13.666,13.088
2052,15-10-15 02:00:00,13.570,12.920
2053,15-10-15 03:00:00,13.449,12.751
2054,15-10-15 04:00:00,13.353,12.558
2055,15-10-15 05:00:00,13.233,12.389
2056,15-10-15 06:00:00,13.112,12.219
2057,15-10-15 07:00:00,12.968,12.074
2058,15-10-15 08:00:00,12.847,11.929
2059,15-10-15 09:00:00,12.751,11.807
2060,15-10-15 10:00:00,12.630,11.686
2061,15-10-15 11:00:00,12.534,11.613
2062,15-10-15 12:00:00,12.437,11.589
2063,15-10-15 13:00:00,12.364,11.637
2064,15-10-15 14:00:00,12.340,11.783
2065,15-10-15 15:00:00,12.364,11.953
2066,15-10-15 16:00:00,12.413,12.098
2067,15-10-15 17:00:00,12.485,12.243
2068,15-10-15 18:00:00,12.534,12.340
2069,15-10-15 19:00:00,12.606,12.389
2070,15-10-15 20:00:00,12.654,12.437
2071,15-10-15 21:00:00,12.678,12.461
2072,15-10-15 22:00:00,12.703,12.437
2073,15-10-15 23:00:00,12.727,12.413
2074,15-10-16 00:00:00,12.727,12.364
2075,15-10-16 01:00:00,12.703,12.292
2076,15-10-16 02:00:00,12.678,12.195
2077,15-10-16 03:00:00,12.630,12.098
2078,15-10-16 04:00:00,12.582,12.001
2079,15-10-16 05:00:00,12.509,11.904
2080,15-10-16 06:00:00,12.437,11.783
2081,15-10-16 07:00:00,12.364,11.686
2082,15-10-16 08:00:00,12.292,11.613
2083,15-10-16 09:00:00,12.219,11.516
2084,15-10-16 10:00:00,12.147,11.443
2085,15-10-16 11:00:00,12.098,11.370
2086,15-10-16 12:00:00,12.025,11.346
2087,15-10-16 13:00:00,11.977,11.394
2088,15-10-16 14:00:00,11.977,11.467
2089,15-10-16 15:00:00,11.977,11.565
2090,15-10-16 16:00:00,12.001,11.637
2091,15-10-16 17:00:00,12.025,11.710
2092,15-10-16 18:00:00,12.050,11.759
2093,15-10-16 19:00:00,12.074,11.783
2094,15-10-16 20:00:00,12.098,11.759
2095,15-10-16 21:00:00,12.098,11.734
2096,15-10-16 22:00:00,12.098,11.662
2097,15-10-16 23:00:00,12.074,11.565
2098,15-10-17 00:00:00,12.025,11.467
2099,15-10-17 01:00:00,11.977,11.370
2100,15-10-17 02:00:00,11.904,11.248
2101,15-10-17 03:00:00,11.832,11.102
2102,15-10-17 04:00:00,11.759,10.956
2103,15-10-17 05:00:00,11.662,10.834
2104,15-10-17 06:00:00,11.565,10.712
2105,15-10-17 07:00:00,11.467,10.590
2106,15-10-17 08:00:00,11.370,10.467
2107,15-10-17 09:00:00,11.273,10.345
2108,15-10-17 10:00:00,11.200,10.222
2109,15-10-17 11:00:00,11.078,10.124
2110,15-10-17 12:00:00,11.005,10.026
2111,15-10-17 13:00:00,10.907,10.001
2112,15-10-17 14:00:00,10.834,9.977
2113,15-10-17 15:00:00,10.785,10.026
2114,15-10-17 16:00:00,10.761,10.075
2115,15-10-17 17:00:00,10.761,10.149
2116,15-10-17 18:00:00,10.761,10.173
2117,15-10-17 19:00:00,10.785,10.222
2118,15-10-17 20:00:00,10.785,10.222
2119,15-10-17 21:00:00,10.785,10.173
2120,15-10-17 22:00:00,10.761,10.100
2121,15-10-17 23:00:00,10.736,10.026
2122,15-10-18 00:00:00,10.687,9.928
2123,15-10-18 01:00:00,10.614,9.805
2124,15-10-18 02:00:00,10.565,9.706
2125,15-10-18 03:00:00,10.492,9.608
2126,15-10-18 04:00:00,10.418,9.485
2127,15-10-18 05:00:00,10.320,9.361
2128,15-10-18 06:00:00,10.247,9.262
2129,15-10-18 07:00:00,10.149,9.163
2130,15-10-18 08:00:00,10.051,9.064
2131,15-10-18 09:00:00,9.977,8.965
2132,15-10-18 10:00:00,9.879,8.866
2133,15-10-18 11:00:00,9.805,8.767
2134,15-10-18 12:00:00,9.706,8.643
2135,15-10-18 13:00:00,9.632,8.543
2136,15-10-18 14:00:00,9.509,8.469
2137,15-10-18 15:00:00,9.435,8.469
2138,15-10-18 16:00:00,9.410,8.543
2139,15-10-18 17:00:00,9.386,8.643
2140,15-10-18 18:00:00,9.410,8.742
2141,15-10-18 19:00:00,9.435,8.817
2142,15-10-18 20:00:00,9.460,8.866
2143,15-10-18 21:00:00,9.485,8.891
2144,15-10-18 22:00:00,9.509,8.866
2145,15-10-18 23:00:00,9.509,8.841
2146,15-10-19 00:00:00,9.485,8.767
2147,15-10-19 01:00:00,9.460,8.693
2148,15-10-19 02:00:00,9.435,8.618
2149,15-10-19 03:00:00,9.361,8.519
2150,15-10-19 04:00:00,9.312,8.419
2151,15-10-19 05:00:00,9.238,8.319
2152,15-10-19 06:00:00,9.163,8.220
2153,15-10-19 07:00:00,9.089,8.145
2154,15-10-19 08:00:00,9.015,8.045
2155,15-10-19 09:00:00,8.941,7.970
2156,15-10-19 10:00:00,8.866,7.870
2157,15-10-19 11:00:00,8.792,7.795
2158,15-10-19 12:00:00,8.717,7.720
2159,15-10-19 13:00:00,8.668,7.720
2160,15-10-19 14:00:00,8.618,7.820
2161,15-10-19 15:00:00,8.643,8.020
2162,15-10-19 16:00:00,8.693,8.220
2163,15-10-19 17:00:00,8.767,8.419
2164,15-10-19 18:00:00,8.891,8.618
2165,15-10-19 19:00:00,8.990,8.792
2166,15-10-19 20:00:00,9.114,8.916
2167,15-10-19 21:00:00,9.213,9.015
2168,15-10-19 22:00:00,9.287,9.064
2169,15-10-19 23:00:00,9.361,9.114
2170,15-10-20 00:00:00,9.410,9.163
2171,15-10-20 01:00:00,9.460,9.213
2172,15-10-20 02:00:00,9.509,9.238
2173,15-10-20 03:00:00,9.534,9.262
2174,15-10-20 04:00:00,9.583,9.287
2175,15-10-20 05:00:00,9.608,9.312
2176,15-10-20 06:00:00,9.632,9.336
2177,15-10-20 07:00:00,9.657,9.361
2178,15-10-20 08:00:00,9.682,9.361
2179,15-10-20 09:00:00,9.682,9.386
2180,15-10-20 10:00:00,9.706,9.410
2181,15-10-20 11:00:00,9.731,9.410
2182,15-10-20 12:00:00,9.731,9.460
2183,15-10-20 13:00:00,9.756,9.558
2184,15-10-20 14:00:00,9.829,9.706
2185,15-10-20 15:00:00,9.903,9.879
2186,15-10-20 16:00:00,9.977,10.051
2187,15-10-20 17:00:00,10.100,10.247
2188,15-10-20 18:00:00,10.222,10.418
2189,15-10-20 19:00:00,10.320,10.541
2190,15-10-20 20:00:00,10.443,10.638
2191,15-10-20 21:00:00,10.541,10.736
2192,15-10-20 22:00:00,10.614,10.785
2193,15-10-20 23:00:00,10.687,10.834
2194,15-10-21 00:00:00,10.736,10.834
2195,15-10-21 01:00:00,10.785,10.858
2196,15-10-21 02:00:00,10.834,10.883
2197,15-10-21 03:00:00,10.858,10.883
2198,15-10-21 04:00:00,10.883,10.883
2199,15-10-21 05:00:00,10.907,10.907
2200,15-10-21 06:00:00,10.932,10.907
2201,15-10-21 07:00:00,10.932,10.907
2202,15-10-21 08:00:00,10.956,10.932
2203,15-10-21 09:00:00,10.980,10.932
2204,15-10-21 10:00:00,10.980,10.956
2205,15-10-21 11:00:00,11.005,10.980
2206,15-10-21 12:00:00,11.029,11.029
2207,15-10-21 13:00:00,11.053,11.078
2208,15-10-21 14:00:00,11.102,11.200
2209,15-10-21 15:00:00,11.151,11.346
2210,15-10-21 16:00:00,11.224,11.467
2211,15-10-21 17:00:00,11.321,11.589
2212,15-10-21 18:00:00,11.394,11.710
2213,15-10-21 19:00:00,11.492,11.807
2214,15-10-21 20:00:00,11.565,11.880
2215,15-10-21 21:00:00,11.637,11.929
2216,15-10-21 22:00:00,11.710,11.977
2217,15-10-21 23:00:00,11.759,12.001
2218,15-10-22 00:00:00,11.807,12.001
2219,15-10-22 01:00:00,11.832,12.025
2220,15-10-22 02:00:00,11.856,12.025
2221,15-10-22 03:00:00,11.880,12.050
2222,15-10-22 04:00:00,11.904,12.050
2223,15-10-22 05:00:00,11.904,12.050
2224,15-10-22 06:00:00,11.929,12.025
2225,15-10-22 07:00:00,11.929,12.025
2226,15-10-22 08:00:00,11.953,12.001
2227,15-10-22 09:00:00,11.929,11.977
2228,15-10-22 10:00:00,11.929,11.977
2229,15-10-22 11:00:00,11.929,11.977
2230,15-10-22 12:00:00,11.929,11.977
2231,15-10-22 13:00:00,11.953,12.025
2232,15-10-22 14:00:00,11.977,12.098
2233,15-10-22 15:00:00,12.001,12.219
2234,15-10-22 16:00:00,12.050,12.364
2235,15-10-22 17:00:00,12.147,12.485
2236,15-10-22 18:00:00,12.219,12.606
2237,15-10-22 19:00:00,12.292,12.678
2238,15-10-22 20:00:00,12.364,12.703
2239,15-10-22 21:00:00,12.413,12.654
2240,15-10-22 22:00:00,12.437,12.582
2241,15-10-22 23:00:00,12.437,12.461
2242,15-10-23 00:00:00,12.389,12.316
2243,15-10-23 01:00:00,12.340,12.171
2244,15-10-23 02:00:00,12.268,12.001
2245,15-10-23 03:00:00,12.171,11.807
2246,15-10-23 04:00:00,12.074,11.637
2247,15-10-23 05:00:00,11.953,11.443
2248,15-10-23 06:00:00,11.832,11.273
2249,15-10-23 07:00:00,11.710,11.078
2250,15-10-23 08:00:00,11.589,10.907
2251,15-10-23 09:00:00,11.467,10.736
2252,15-10-23 10:00:00,11.321,10.565
2253,15-10-23 11:00:00,11.200,10.394
2254,15-10-23 12:00:00,11.078,10.271
2255,15-10-23 13:00:00,10.956,10.222
2256,15-10-23 14:00:00,10.883,10.247
2257,15-10-23 15:00:00,10.834,10.369
2258,15-10-23 16:00:00,10.834,10.516
2259,15-10-23 17:00:00,10.883,10.687
2260,15-10-23 18:00:00,10.932,10.858
2261,15-10-23 19:00:00,11.029,10.956
2262,15-10-23 20:00:00,11.078,11.005
2263,15-10-23 21:00:00,11.127,11.005
2264,15-10-23 22:00:00,11.151,10.980
2265,15-10-23 23:00:00,11.175,10.932
2266,15-10-24 00:00:00,11.151,10.883
2267,15-10-24 01:00:00,11.127,10.810
2268,15-10-24 02:00:00,11.102,10.736
2269,15-10-24 03:00:00,11.078,10.663
2270,15-10-24 04:00:00,11.029,10.614
2271,15-10-24 05:00:00,10.980,10.541
2272,15-10-24 06:00:00,10.932,10.492
2273,15-10-24 07:00:00,10.883,10.443
2274,15-10-24 08:00:00,10.858,10.418
2275,15-10-24 09:00:00,10.834,10.394
2276,15-10-24 10:00:00,10.785,10.345
2277,15-10-24 11:00:00,10.761,10.320
2278,15-10-24 12:00:00,10.736,10.320
2279,15-10-24 13:00:00,10.712,10.320
2280,15-10-24 14:00:00,10.687,10.369
2281,15-10-24 15:00:00,10.687,10.443
2282,15-10-24 16:00:00,10.712,10.541
2283,15-10-24 17:00:00,10.761,10.663
2284,15-10-24 18:00:00,10.810,10.810
2285,15-10-24 19:00:00,10.883,10.907
2286,15-10-24 20:00:00,10.956,11.029
2287,15-10-24 21:00:00,11.029,11.127
2288,15-10-24 22:00:00,11.127,11.297
2289,15-10-24 23:00:00,11.224,11.443
2290,15-10-25 00:00:00,11.297,11.565
2291,15-10-25 01:00:00,11.394,11.662
2292,15-10-25 02:00:00,11.467,11.710
2293,15-10-25 03:00:00,11.516,11.759
2294,15-10-25 04:00:00,11.565,11.759
2295,15-10-25 05:00:00,11.613,11.734
2296,15-10-25 06:00:00,11.613,11.710
2297,15-10-25 07:00:00,11.637,11.662
2298,15-10-25 08:00:00,11.613,11.589
2299,15-10-25 09:00:00,11.613,11.516
2300,15-10-25 10:00:00,11.565,11.467
2301,15-10-25 11:00:00,11.540,11.394
2302,15-10-25 12:00:00,11.516,11.346
2303,15-10-25 13:00:00,11.467,11.346
2304,15-10-25 14:00:00,11.467,11.394
2305,15-10-25 15:00:00,11.467,11.492
2306,15-10-25 16:00:00,11.492,11.589
2307,15-10-25 17:00:00,11.565,11.710
2308,15-10-25 18:00:00,11.613,11.783
2309,15-10-25 19:00:00,11.662,11.807
2310,15-10-25 20:00:00,11.710,11.807
2311,15-10-25 21:00:00,11.734,11.759
2312,15-10-25 22:00:00,11.710,11.662
2313,15-10-25 23:00:00,11.686,11.516
2314,15-10-26 00:00:00,11.637,11.370
2315,15-10-26 01:00:00,11.565,11.224
2316,15-10-26 02:00:00,11.467,11.053
2317,15-10-26 03:00:00,11.370,10.907
2318,15-10-26 04:00:00,11.273,10.761
2319,15-10-26 05:00:00,11.175,10.638
2320,15-10-26 06:00:00,11.078,10.516
2321,15-10-26 07:00:00,10.980,10.418
2322,15-10-26 08:00:00,10.907,10.320
2323,15-10-26 09:00:00,10.810,10.222
2324,15-10-26 10:00:00,10.736,10.100
2325,15-10-26 11:00:00,10.638,10.001
2326,15-10-26 12:00:00,10.565,9.903
2327,15-10-26 13:00:00,10.492,9.903
2328,15-10-26 14:00:00,10.443,9.952
2329,15-10-26 15:00:00,10.418,10.051
2330,15-10-26 16:00:00,10.443,10.198
2331,15-10-26 17:00:00,10.492,10.345
2332,15-10-26 18:00:00,10.541,10.492
2333,15-10-26 19:00:00,10.638,10.614
2334,15-10-26 20:00:00,10.712,10.687
2335,15-10-26 21:00:00,10.761,10.712
2336,15-10-26 22:00:00,10.810,10.687
2337,15-10-26 23:00:00,10.810,10.638
2338,15-10-27 00:00:00,10.810,10.541
2339,15-10-27 01:00:00,10.785,10.467
2340,15-10-27 02:00:00,10.736,10.369
2341,15-10-27 03:00:00,10.687,10.271
2342,15-10-27 04:00:00,10.614,10.173
2343,15-10-27 05:00:00,10.565,10.075
2344,15-10-27 06:00:00,10.492,9.977
2345,15-10-27 07:00:00,10.418,9.879
2346,15-10-27 08:00:00,10.345,9.780
2347,15-10-27 09:00:00,10.296,9.706
2348,15-10-27 10:00:00,10.222,9.608
2349,15-10-27 11:00:00,10.149,9.534
2350,15-10-27 12:00:00,10.075,9.509
2351,15-10-27 13:00:00,10.026,9.485
2352,15-10-27 14:00:00,10.001,9.509
2353,15-10-27 15:00:00,9.977,9.583
2354,15-10-27 16:00:00,9.977,9.682
2355,15-10-27 17:00:00,10.026,9.805
2356,15-10-27 18:00:00,10.051,9.903
2357,15-10-27 19:00:00,10.124,10.001
2358,15-10-27 20:00:00,10.173,10.026
2359,15-10-27 21:00:00,10.222,10.051
2360,15-10-27 22:00:00,10.247,10.026
2361,15-10-27 23:00:00,10.247,9.977
2362,15-10-28 00:00:00,10.222,9.928
2363,15-10-28 01:00:00,10.222,9.879
2364,15-10-28 02:00:00,10.198,9.854
2365,15-10-28 03:00:00,10.173,9.805
2366,15-10-28 04:00:00,10.149,9.780
2367,15-10-28 05:00:00,10.124,9.756
2368,15-10-28 06:00:00,10.100,9.731
2369,15-10-28 07:00:00,10.051,9.706
2370,15-10-28 08:00:00,9.977,9.682
2371,15-10-28 09:00:00,9.952,9.657
2372,15-10-28 10:00:00,10.222,9.879
2373,15-10-28 11:00:00,10.075,9.829
2374,15-10-28 12:00:00,10.026,9.805
2375,15-10-28 13:00:00,10.026,9.805
2376,15-10-28 14:00:00,10.026,9.854
2377,15-10-28 15:00:00,10.051,9.928
2378,15-10-28 16:00:00,10.100,10.026
2379,15-10-28 17:00:00,10.149,10.149
2380,15-10-28 18:00:00,10.222,10.296
2381,15-10-28 19:00:00,10.296,10.418
2382,15-10-28 20:00:00,10.394,10.565
2383,15-10-28 21:00:00,10.467,10.687
2384,15-10-28 22:00:00,10.541,10.785
2385,15-10-28 23:00:00,10.638,10.883
2386,15-10-29 00:00:00,10.712,10.956
2387,15-10-29 01:00:00,10.761,11.029
2388,15-10-29 02:00:00,10.834,11.078
2389,15-10-29 03:00:00,10.883,11.102
2390,15-10-29 04:00:00,10.932,11.127
2391,15-10-29 05:00:00,10.980,11.102
2392,15-10-29 06:00:00,11.005,11.078
2393,15-10-29 07:00:00,11.005,11.029
2394,15-10-29 08:00:00,11.005,10.980
2395,15-10-29 09:00:00,11.005,10.883
2396,15-10-29 10:00:00,10.956,10.736
2397,15-10-29 11:00:00,10.907,10.590
2398,15-10-29 12:00:00,10.858,10.443
2399,15-10-29 13:00:00,10.785,10.345
2400,15-10-29 14:00:00,10.712,10.247
2401,15-10-29 15:00:00,10.638,10.198
2402,15-10-29 16:00:00,10.590,10.124
2403,15-10-29 17:00:00,10.541,10.051
2404,15-10-29 18:00:00,10.492,10.001
2405,15-10-29 19:00:00,10.443,9.928
2406,15-10-29 20:00:00,10.394,9.854
2407,15-10-29 21:00:00,10.320,9.780
2408,15-10-29 22:00:00,10.271,9.706
2409,15-10-29 23:00:00,10.222,9.632
2410,15-10-30 00:00:00,10.149,9.558
2411,15-10-30 01:00:00,10.100,9.509
2412,15-10-30 02:00:00,10.051,9.435
2413,15-10-30 03:00:00,10.001,9.386
2414,15-10-30 04:00:00,9.952,9.361
2415,15-10-30 05:00:00,9.903,9.312
2416,15-10-30 06:00:00,9.879,9.262
2417,15-10-30 07:00:00,9.829,9.238
2418,15-10-30 08:00:00,9.780,9.188
2419,15-10-30 09:00:00,9.756,9.139
2420,15-10-30 10:00:00,9.706,9.114
2421,15-10-30 11:00:00,9.682,9.064
2422,15-10-30 12:00:00,9.657,9.064
2423,15-10-30 13:00:00,9.632,9.089
2424,15-10-30 14:00:00,9.608,9.163
2425,15-10-30 15:00:00,9.608,9.262
2426,15-10-30 16:00:00,9.632,9.410
2427,15-10-30 17:00:00,9.682,9.558
2428,15-10-30 18:00:00,9.731,9.657
2429,15-10-30 19:00:00,9.805,9.731
2430,15-10-30 20:00:00,9.854,9.756
2431,15-10-30 21:00:00,9.879,9.731
2432,15-10-30 22:00:00,9.879,9.657
2433,15-10-30 23:00:00,9.854,9.534
2434,15-10-31 00:00:00,9.805,9.410
2435,15-10-31 01:00:00,9.731,9.262
2436,15-10-31 02:00:00,9.657,9.114
2437,15-10-31 03:00:00,9.583,8.965
2438,15-10-31 04:00:00,9.460,8.792
2439,15-10-31 05:00:00,9.361,8.668
2440,15-10-31 06:00:00,9.262,8.519
2441,15-10-31 07:00:00,9.163,8.419
2442,15-10-31 08:00:00,9.064,8.319
2443,15-10-31 09:00:00,8.990,8.245
2444,15-10-31 10:00:00,8.916,8.195
2445,15-10-31 11:00:00,8.841,8.145
2446,15-10-31 12:00:00,8.767,8.120
2447,15-10-31 13:00:00,8.742,8.120
2448,15-10-31 14:00:00,8.693,8.120
2449,15-10-31 15:00:00,8.693,8.170
2450,15-10-31 16:00:00,8.693,8.245
2451,15-10-31 17:00:00,8.717,8.344
2452,15-10-31 18:00:00,8.742,8.444
2453,15-10-31 19:00:00,8.792,8.519
2454,15-10-31 20:00:00,8.841,8.568
2455,15-10-31 21:00:00,8.866,8.618
2456,15-10-31 22:00:00,8.891,8.618
2457,15-10-31 23:00:00,8.916,8.643
2458,15-11-01 00:00:00,8.941,8.668
2459,15-11-01 01:00:00,8.941,8.668
2460,15-11-01 02:00:00,8.941,8.668
2461,15-11-01 03:00:00,8.965,8.693
2462,15-11-01 04:00:00,9.114,8.767
2463,15-11-01 05:00:00,9.163,8.841
2464,15-11-01 06:00:00,9.213,8.916
2465,15-11-01 07:00:00,9.238,8.990
2466,15-11-01 08:00:00,9.262,9.064
2467,15-11-01 09:00:00,9.287,9.114
2468,15-11-01 10:00:00,9.312,9.139
2469,15-11-01 11:00:00,9.336,9.163
2470,15-11-01 12:00:00,9.361,9.213
2471,15-11-01 13:00:00,9.386,9.262
2472,15-11-01 14:00:00,9.410,9.361
2473,15-11-01 15:00:00,9.460,9.509
2474,15-11-01 16:00:00,9.534,9.657
2475,15-11-01 17:00:00,9.608,9.805
2476,15-11-01 18:00:00,9.682,9.928
2477,15-11-01 19:00:00,9.780,10.051
2478,15-11-01 20:00:00,9.854,10.100
2479,15-11-01 21:00:00,9.928,10.124
2480,15-11-01 22:00:00,9.977,10.100
2481,15-11-01 23:00:00,10.001,10.051
2482,15-11-02 00:00:00,10.026,9.952
2483,15-11-02 01:00:00,10.001,9.854
2484,15-11-02 02:00:00,9.977,9.756
2485,15-11-02 03:00:00,9.952,9.632
2486,15-11-02 04:00:00,9.879,9.485
2487,15-11-02 05:00:00,9.829,9.361
2488,15-11-02 06:00:00,9.756,9.213
2489,15-11-02 07:00:00,9.657,9.064
2490,15-11-02 08:00:00,9.558,8.941
2491,15-11-02 09:00:00,9.460,8.792
2492,15-11-02 10:00:00,9.361,8.668
2493,15-11-02 11:00:00,9.238,8.519
2494,15-11-02 12:00:00,9.114,8.444
2495,15-11-02 13:00:00,9.040,8.444
2496,15-11-02 14:00:00,8.990,8.568
2497,15-11-02 15:00:00,9.015,8.792
2498,15-11-02 16:00:00,9.064,9.064
2499,15-11-02 17:00:00,9.188,9.361
2500,15-11-02 18:00:00,9.336,9.657
2501,15-11-02 19:00:00,9.509,9.854
2502,15-11-02 20:00:00,9.657,10.026
2503,15-11-02 21:00:00,9.805,10.100
2504,15-11-02 22:00:00,9.903,10.149
2505,15-11-02 23:00:00,9.977,10.149
2506,15-11-03 00:00:00,10.026,10.149
2507,15-11-03 01:00:00,10.051,10.100
2508,15-11-03 02:00:00,10.051,10.051
2509,15-11-03 03:00:00,10.051,10.001
2510,15-11-03 04:00:00,10.051,9.952
2511,15-11-03 05:00:00,10.026,9.903
2512,15-11-03 06:00:00,10.001,9.854
2513,15-11-03 07:00:00,9.952,9.780
2514,15-11-03 08:00:00,9.928,9.731
2515,15-11-03 09:00:00,9.903,9.657
2516,15-11-03 10:00:00,9.854,9.583
2517,15-11-03 11:00:00,9.805,9.509
2518,15-11-03 12:00:00,9.756,9.460
2519,15-11-03 13:00:00,9.706,9.485
2520,15-11-03 14:00:00,9.706,9.632
2521,15-11-03 15:00:00,9.756,9.829
2522,15-11-03 16:00:00,9.829,10.051
2523,15-11-03 17:00:00,9.952,10.320
2524,15-11-03 18:00:00,10.100,10.541
2525,15-11-03 19:00:00,10.247,10.761
2526,15-11-03 20:00:00,10.418,10.883
2527,15-11-03 21:00:00,10.541,10.980
2528,15-11-03 22:00:00,10.638,11.029
2529,15-11-03 23:00:00,10.712,11.029
